country;continent;year;lifeExp;pop;gdpPercap
Fiji;Oceania;1997;66,83600;797890;3643,6292080
Fiji;Oceania;2002;67,83200;856346;4004,4819720
Fiji;Oceania;2007;68,77400;918675;4118,1582940
Finland;Europe;1950;64,24000;4008900;5845,6263160
Finland;Europe;1951;65,67000;4047300;6282,5539160
Finland;Europe;1952;66,55000;4090500;6424,5190710
Finland;Europe;1953;66,61000;4139400;6393,1154290
Finland;Europe;1954;67,57000;4186900;6874,0272060
Finland;Europe;1955;67,37000;4234900;7142,3945290
Finland;Europe;1956;67,99000;4281700;7277,7841580
Finland;Europe;1957;67,49000;4324000;7545,4153860
Finland;Europe;1958;68,63000;4359800;7523,8076530
Finland;Europe;1959;68,81000;4394700;7907,5171480
Finland;Europe;1960;69,01000;4429600;8562,8732980
Finland;Europe;1961;69,04000;4461004;9150,5010940
Finland;Europe;1962;68,75000;4491443;9371,8425610
Finland;Europe;1963;69,16000;4523309;9612,3976460
Finland;Europe;1964;69,37000;4548544;10042,2193000
Finland;Europe;1965;69,13000;4563732;10540,9352500
Finland;Europe;1966;69,65000;4580869;10753,8233500
Finland;Europe;1967;69,83000;4605744;10921,6362600
Finland;Europe;1968;69,79000;4626469;11122,8428300
Finland;Europe;1969;69,67000;4623785;12201,1506100
Finland;Europe;1970;70,36000;4606307;13162,2452200
Finland;Europe;1971;70,18000;4612124;13420,3936100
Finland;Europe;1972;70,87000;4639657;14358,8759000
Finland;Europe;1973;71,38000;4666081;15235,1329200
Finland;Europe;1974;71,30000;4690574;15614,7234200
Finland;Europe;1975;71,85000;4711439;15724,6828900
Finland;Europe;1976;72,00000;4725664;15610,7483500
Finland;Europe;1977;72,52000;4738902;15605,4228300
Finland;Europe;1978;73,08000;4752528;15886,3072200
Finland;Europe;1979;73,37000;4764690;16948,2160100
Finland;Europe;1980;73,66000;4779535;17796,7727400
Finland;Europe;1981;73,98000;4799964;18051,1680600
Finland;Europe;1982;74,55000;4826933;18533,1576100
Finland;Europe;1983;74,46000;4855787;18920,8962800
Finland;Europe;1984;74,77000;4881788;19387,9709800
Finland;Europe;1985;74,44000;4901783;19958,8137400
Finland;Europe;1986;74,80000;4917386;20367,5488400
Finland;Europe;1987;74,83000;4931729;21141,0122300
Finland;Europe;1988;74,79000;4946633;22110,8847000
Finland;Europe;1989;75,01000;4962441;23289,7991600
Finland;Europe;1990;75,04000;4986431;23180,7824900
Finland;Europe;1991;75,45000;5013786;21581,7498900
Finland;Europe;1992;75,70000;5041039;20647,1649900
Finland;Europe;1993;75,94000;5064846;20294,8084000
Finland;Europe;1994;76,64000;5086044;21005,5425400
Finland;Europe;1995;76,66000;5104654;21650,1454100
Finland;Europe;1996;76,94000;5120310;22402,4962800
Finland;Europe;1997;77,13000;5134406;23723,9502000
Finland;Europe;1998;77,34000;5146983;25004,3223700
Finland;Europe;1999;77,53000;5158097;25915,2643800
Finland;Europe;2000;77,76000;5168595;27171,9661100
Finland;Europe;2001;78,23000;5180309;27825,5291000
Finland;Europe;2002;78,37000;5193039;28204,5905700
Finland;Europe;2003;78,63000;5204405;28650,0274200
Finland;Europe;2004;78,96000;5214512;29651,4045000
Finland;Europe;2005;79,09000;5223442;30469,0000000
Finland;Europe;2006;79,49000;5231372;31902,6734000
Finland;Europe;2007;79,31300;5238460;33207,0844000
France;Europe;1950;66,39000;41828673;6595,9266310
France;Europe;1951;66,12000;42155534;6913,7565370
France;Europe;1952;67,41000;42459667;7029,8093270
France;Europe;1953;67,34000;42751746;7171,2443190
France;Europe;1954;68,21000;43056505;7485,8557590
France;Europe;1955;68,47000;43427669;7851,7769920
France;Europe;1956;68,50000;43843075;8224,2171650
France;Europe;1957;68,93000;44310863;8662,8348980
France;Europe;1958;70,16000;44788852;8855,2526590
France;Europe;1959;70,19000;45239729;9040,6369820
France;Europe;1960;70,40000;45670000;9640,9400510
France;Europe;1961;70,98000;46189000;10070,7091100
France;Europe;1962;70,51000;47124000;10560,4855300
France;Europe;1963;70,36000;47808000;10941,3690700
France;Europe;1964;71,32000;48340000;11541,5250600
France;Europe;1965;71,15000;48763000;11985,9539200
France;Europe;1966;71,56000;49194000;12511,0964600
France;Europe;1967;71,55000;49569000;12999,9176600
France;Europe;1968;71,54000;49934000;13457,2971100
France;Europe;1969;71,27000;50353000;14289,3832200
France;Europe;1970;72,16000;50787000;14979,3820500
France;Europe;1971;72,13000;51285000;15554,5592500
France;Europe;1972;72,38000;51732000;16107,1917100
France;Europe;1973;72,54000;52157000;16853,4932600
France;Europe;1974;72,89000;52503000;17266,9799600
France;Europe;1975;72,98000;52758427;17140,2402600
France;Europe;1976;73,22000;52953613;17799,3349600
France;Europe;1977;73,83000;53165019;18292,6351400
France;Europe;1978;73,95000;53380649;18825,9548600
France;Europe;1979;74,26000;53605523;19409,0780900
France;Europe;1980;74,35000;53869743;19660,0186100
France;Europe;1981;74,51000;54147284;19835,8560100
France;Europe;1982;74,89000;54433565;20293,8974600
France;Europe;1983;74,87000;54649810;20643,2328900
France;Europe;1984;75,37000;54946500;20888,3420700
France;Europe;1985;75,47000;55171224;21225,4121500
France;Europe;1986;75,75000;55387361;21656,2283300
France;Europe;1987;76,34000;55630100;22066,4421400
France;Europe;1988;76,57000;55873463;22990,1035600
France;Europe;1989;76,70000;56416625;23669,5828400
France;Europe;1990;76,99000;56735161;24182,3405200
France;Europe;1991;77,17000;57055448;24382,9825700
France;Europe;1992;77,46000;57374179;24703,7961500
France;Europe;1993;77,51000;57658289;24334,0349200
France;Europe;1994;77,95000;57906847;24747,8169900
France;Europe;1995;78,07000;58149727;25214,3492600
France;Europe;1996;78,28000;58388408;25406,8047500
France;Europe;1997;78,64000;58623428;25889,7848700
France;Europe;1998;78,81000;58866290;26704,5132400
France;Europe;1999;78,94000;59116128;27466,2101600
France;Europe;2000;79,25000;59381628;28443,6230500
France;Europe;2001;79,44000;59658144;28827,7224100
France;Europe;2002;79,59000;59925035;28926,0323400
France;Europe;2003;79,59000;60180529;28970,5971000
France;Europe;2004;80,52000;60424213;29466,0971600
France;Europe;2005;80,50000;60656178;29644,0000000
France;Europe;2007;80,65700;61083916;30470,0167000
French Guiana;Americas;2002;75,14200;182333;8869,8487460
French Polynesia;Oceania;1967;59,19100;102756;14244,0228200
French Polynesia;Oceania;1972;60,92600;124000;14567,1562400
French Polynesia;Oceania;1977;62,42700;138156;16682,1068200
French Polynesia;Oceania;1982;66,23400;160416;19673,4875700
French Polynesia;Oceania;1987;68,21100;185839;23454,4080600
French Polynesia;Oceania;1992;70,18200;212174;24021,2019200
French Polynesia;Oceania;1997;71,82100;235770;22634,0612600
French Polynesia;Oceania;2002;73,01000;257847;25224,3296900
French Polynesia;Oceania;2007;74,05700;278633;26766,8448500
Gabon;Africa;1952;37,00300;420702;4293,4764750
Gabon;Africa;1957;38,99900;434904;4976,1980990
Gabon;Africa;1962;40,48900;455661;6631,4592220
Gabon;Africa;1967;44,59800;489004;8358,7619870
Gabon;Africa;1972;48,69000;537977;11401,9484100
Gabon;Africa;1977;52,79000;706367;21745,5732800
Gabon;Africa;1982;56,56400;753874;15113,3619400
Gabon;Africa;1987;60,19000;880397;11864,4084400
Gabon;Africa;1992;61,36600;985739;13522,1575200
Gabon;Africa;1997;60,46100;1126189;14722,8418800
Gabon;Africa;2002;56,76100;1299304;12521,7139200
Gabon;Africa;2007;56,73500;1454867;13206,4845200
Gambia;Africa;1952;30,00000;284320;485,2306591
Gambia;Africa;1957;32,06500;323150;520,9267111
Gambia;Africa;1962;33,89600;374020;599,6502760
Gambia;Africa;1967;35,85700;439593;734,7829124
Gambia;Africa;1972;38,30800;517101;756,0868363
Gambia;Africa;1977;41,84200;608274;884,7552507
Gambia;Africa;1982;45,58000;715523;835,8096108
Gambia;Africa;1987;49,26500;848406;611,6588611
Gambia;Africa;1992;52,64400;1025384;665,6244126
Gambia;Africa;1997;55,86100;1235767;653,7301704
Gambia;Africa;2002;58,04100;1457766;660,5855997
Gambia;Africa;2007;59,44800;1688359;752,7497265
Georgia;FSU;1967;66,65400;4564785;3029,7990860
Georgia;FSU;1972;68,15800;4786475;3741,2260710
Georgia;FSU;1977;69,63400;4963464;5086,0539890
Georgia;FSU;1982;69,63800;5101213;6359,8298810
Georgia;FSU;1987;70,45000;5239970;6514,5399880
Georgia;FSU;1992;70,46500;5355289;2393,0309340
Georgia;FSU;1997;70,49000;4883476;2085,6413380
Georgia;FSU;2002;70,47600;4728357;2637,5623230
Georgia;FSU;2007;70,98700;4646003;4386,5603890
Germany;Europe;1950;66,47296;68374572;6090,0342070
Germany;Europe;1952;67,50000;69145952;7144,1143930
Germany;Europe;1957;69,10000;71019069;10187,8266500
Germany;Europe;1962;70,30000;73739117;12902,4629100
Germany;Europe;1967;70,80000;76368453;14745,6256100
Germany;Europe;1972;71,00000;78717088;18016,1802700
Germany;Europe;1977;72,50000;78160773;20512,9212300
Germany;Europe;1982;73,80000;78335266;22031,5327400
Germany;Europe;1987;74,84700;77718298;24639,1856600
Germany;Europe;1991;75,61000;79984244;26127,0588200
Germany;Europe;1992;76,07000;80597764;26505,3031700
Germany;Europe;1993;76,15000;81132272;26119,4586000
Germany;Europe;1994;76,47000;81414164;26720,6428400
Germany;Europe;1995;76,65000;81653702;27145,9579200
Germany;Europe;1996;76,90000;81890667;27336,4660400
Germany;Europe;1997;77,34000;82011073;27788,8841600
Germany;Europe;1998;77,70000;82023672;28291,5981000
Germany;Europe;1999;77,94000;82074778;28842,6561200
Germany;Europe;2000;78,21000;82187909;29726,8787600
Germany;Europe;2001;78,57000;82280551;30061,3986700
Germany;Europe;2002;78,67000;82350671;30035,8019800
Germany;Europe;2003;78,74000;82398326;29952,9366500
Germany;Europe;2004;79,33000;82424609;30260,6614000
Germany;Europe;2005;79,46000;82431390;30496,0000000
Germany;Europe;2006;79,79000;82422299;31374,4275400
Germany;Europe;2007;79,40600;82400996;32170,3744200
Ghana;Africa;1952;43,14900;5581001;911,2989371
Ghana;Africa;1957;44,77900;6391288;1043,5615370
Ghana;Africa;1962;46,45200;7355248;1190,0411180
Ghana;Africa;1967;48,07200;8490213;1125,6971600
Ghana;Africa;1972;49,87500;9354120;1178,2237080
Ghana;Africa;1977;51,75600;10538093;993,2239571
Ghana;Africa;1982;53,74400;11400338;876,0325690
Ghana;Africa;1987;55,72900;14168101;847,0061135
Ghana;Africa;1992;57,50100;16278738;925,0601540
Ghana;Africa;1997;58,55600;18418288;1005,2458120
Ghana;Africa;2002;58,45300;20550751;1111,9845780
Ghana;Africa;2007;60,02200;22873338;1327,6089100
Greece;Europe;1950;65,70000;7566028;3293,0347730
Greece;Europe;1952;65,86000;7733250;3530,6900670
Greece;Europe;1957;67,86000;8096218;4916,2998890
Greece;Europe;1962;69,51000;8448233;6017,1907330
Greece;Europe;1967;71,00000;8716441;8513,0970160
Greece;Europe;1972;72,34000;8888628;12724,8295700
Greece;Europe;1977;73,68000;9308479;14195,5242800
Greece;Europe;1982;75,24000;9786480;15268,4208900
Greece;Europe;1987;76,67000;9974490;16120,5283900
Greece;Europe;1992;77,03000;10325429;17541,4963400
Greece;Europe;1997;77,86900;10502372;18747,6981400
Greece;Europe;2002;78,25600;10603863;22514,2548000
Greece;Europe;2007;79,48300;10706290;27538,4118800
Grenada;Americas;1972;64,57700;96618;2404,5839380
Grenada;Americas;1977;65,03500;94280;3439,5627090
Grenada;Americas;1982;65,50300;92112;3872,3553210
Grenada;Americas;1987;66,00200;92719;4947,8274290
Grenada;Americas;1992;66,46900;91487;6098,9227900
Grenada;Americas;1997;66,98600;90005;6690,0218340
Grenada;Americas;2002;67,74600;89211;8365,5899600
Grenada;Americas;2007;68,72400;89971;9148,0079540
Guadeloupe;Americas;2002;78,40500;435739;6987,8700040
Guatemala;Americas;1952;42,02300;3146381;2428,2377690
Guatemala;Americas;1957;44,14200;3640876;2617,1559670
Guatemala;Americas;1962;46,95400;4208858;2750,3644460
Guatemala;Americas;1967;50,01600;4690773;3242,5311470
Guatemala;Americas;1972;53,73800;5149581;4031,4082710
Guatemala;Americas;1977;56,02900;5703430;4879,9927480
Guatemala;Americas;1982;58,13700;6395630;4820,4947900
Guatemala;Americas;1987;60,78200;7326406;4246,4859740
Guatemala;Americas;1992;63,37300;8486949;4439,4508400
Guatemala;Americas;1997;66,32200;9803875;4684,3138070
Guatemala;Americas;2002;68,97800;11178650;4858,3474950
Guatemala;Americas;2007;70,25900;12572928;5186,0500030
Guinea;Africa;1952;33,60900;2664249;510,1964923
Guinea;Africa;1957;34,55800;2876726;576,2670245
Guinea;Africa;1962;35,75300;3140003;686,3736739
Guinea;Africa;1967;37,19700;3451418;708,7595409
Guinea;Africa;1972;38,84200;3811387;741,6662307
Guinea;Africa;1977;40,76200;4227026;874,6858643
Guinea;Africa;1982;42,89100;4710497;857,2503577
Guinea;Africa;1987;45,55200;5650262;805,5724718
Guinea;Africa;1992;48,57600;6990574;794,3484384
Guinea;Africa;1997;51,45500;8048834;869,4497668
Guinea;Africa;2002;53,67600;8807818;945,5835837
Guinea;Africa;2007;56,00700;9947814;942,6542111
Guinea-Bissau;Africa;1952;32,50000;580653;299,8503190
Guinea-Bissau;Africa;1957;33,48900;601095;431,7904566
Guinea-Bissau;Africa;1962;34,48800;627820;522,0343725
Guinea-Bissau;Africa;1967;35,49200;601287;715,5806402
Guinea-Bissau;Africa;1972;36,48600;625361;820,2245876
Guinea-Bissau;Africa;1977;37,46500;745228;764,7259628
Guinea-Bissau;Africa;1982;39,32700;825987;838,1239671
Guinea-Bissau;Africa;1987;41,24500;927524;736,4153921
Guinea-Bissau;Africa;1992;43,26600;1050938;745,5398706
Guinea-Bissau;Africa;1997;44,87300;1193708;796,6644681
Guinea-Bissau;Africa;2002;45,50400;1332459;575,7047176
Guinea-Bissau;Africa;2007;46,38800;1472041;579,2317430
Guyana;Americas;1962;57,32000;597896;2202,7767320
Guyana;Americas;1967;59,18700;672848;2325,0927270
Guyana;Americas;1972;59,95800;742869;2439,1464060
Guyana;Americas;1977;60,65100;758334;2760,8083870
Guyana;Americas;1982;60,92300;761673;2334,3598640
Guyana;Americas;1987;61,79000;755464;2169,0657510
Guyana;Americas;1992;62,53100;747460;2234,6542460
Guyana;Americas;1997;62,06000;746336;3131,9589410
Guyana;Americas;2002;63,57800;759104;3237,9531720
Guyana;Americas;2007;66,82700;769095;3586,0426430
Haiti;Americas;1952;37,57900;3201488;1840,3669390
Haiti;Americas;1957;40,69600;3507701;1726,8878820
Haiti;Americas;1962;43,59000;3880130;1796,5890320
Haiti;Americas;1967;46,24300;4318137;1452,0576660
Haiti;Americas;1972;48,04200;4698301;1654,4569460
Haiti;Americas;1977;49,92300;4908554;1874,2989310
Haiti;Americas;1982;51,46100;5198399;2011,1595490
Haiti;Americas;1987;53,63600;5756203;1823,0159950
Haiti;Americas;1992;55,08900;6326682;1456,3095170
Haiti;Americas;1997;56,67100;6913545;1341,7269310
Haiti;Americas;2002;58,13700;7607651;1270,3649320
Haiti;Americas;2007;60,91600;8502814;1201,6371540
Honduras;Americas;1952;41,91200;1517453;2194,9262040
Honduras;Americas;1957;44,66500;1770390;2220,4876820
Honduras;Americas;1962;48,04100;2090162;2291,1568350
Honduras;Americas;1967;50,92400;2500689;2538,2693580
Honduras;Americas;1972;53,88400;2965146;2529,8423450
Honduras;Americas;1977;57,40200;3055235;3203,2080660
Honduras;Americas;1982;60,90900;3669448;3121,7607940
Honduras;Americas;1987;64,49200;4372203;3023,0966990
Honduras;Americas;1992;66,39900;5077347;3081,6946030
Honduras;Americas;1997;67,65900;5867957;3160,4549060
Honduras;Americas;2002;68,56500;6677328;3099,7286600
Honduras;Americas;2007;70,19800;7483763;3548,3308460
Hong Kong, China;Asia;1952;60,96000;2125900;3054,4212090
Hong Kong, China;Asia;1957;64,75000;2736300;3629,0764570
Hong Kong, China;Asia;1962;67,65000;3305200;4692,6482720
Hong Kong, China;Asia;1967;70,00000;3722800;6197,9628140
Hong Kong, China;Asia;1972;72,00000;4115700;8315,9281450
Hong Kong, China;Asia;1977;73,60000;4583700;11186,1412500
Hong Kong, China;Asia;1982;75,45000;5264500;14560,5305100
Hong Kong, China;Asia;1987;76,20000;5584510;20038,4726900
Hong Kong, China;Asia;1992;77,60100;5829696;24757,6030100
Hong Kong, China;Asia;1997;80,00000;6495918;28377,6321900
Hong Kong, China;Asia;2002;81,49500;6762476;30209,0151600
Hong Kong, China;Asia;2007;82,20800;6980412;39724,9786700
Hungary;Europe;1950;62,07000;9338000;4726,1912800
Hungary;Europe;1951;62,46000;9423000;5135,9479550
Hungary;Europe;1952;64,03000;9504000;5263,6738160
Hungary;Europe;1953;63,87000;9595000;5308,4886800
Hungary;Europe;1954;65,43000;9706000;5431,8555700
Hungary;Europe;1955;66,88000;9825000;5850,9890000
Hungary;Europe;1956;66,04000;9911000;5537,7223750
Hungary;Europe;1957;66,41000;9839000;6040,1800110
Hungary;Europe;1958;67,42000;9882000;6416,7267030
Hungary;Europe;1959;67,32000;9937000;6639,8660730
Hungary;Europe;1960;68,09000;9983512;6954,2915760
Hungary;Europe;1961;69,02000;10029000;7272,7935780
Hungary;Europe;1962;67,96000;10063000;7550,3598770
Hungary;Europe;1963;68,98000;10091000;7942,5330590
Hungary;Europe;1964;69,48000;10124000;8362,4773990
Hungary;Europe;1965;69,17000;10152934;8403,4779940
Hungary;Europe;1966;69,93000;10184561;8854,4187580
Hungary;Europe;1967;69,50000;10223422;9326,6446700
Hungary;Europe;1968;69,33000;10263542;9403,1839990
Hungary;Europe;1969;69,40000;10302814;9647,2357580
Hungary;Europe;1970;69,24000;10337004;9581,9722240
Hungary;Europe;1971;69,13000;10364869;9982,6125680
Hungary;Europe;1972;69,76000;10394091;10168,6561100
Hungary;Europe;1973;69,63000;10425984;10663,6686900
Hungary;Europe;1974;69,35000;10471272;10892,9403100
Hungary;Europe;1975;69,40000;10531820;11062,4581900
Hungary;Europe;1976;69,69000;10588729;11035,5651600
Hungary;Europe;1977;69,95000;10637171;11674,8373700
Hungary;Europe;1978;69,49000;10673300;11917,2441100
Hungary;Europe;1979;69,70000;10698234;11912,9080800
Hungary;Europe;1980;69,11000;10711122;12018,5547500
Hungary;Europe;1981;69,17000;10711848;12102,5988300
Hungary;Europe;1982;69,39000;10705535;12545,9906600
Hungary;Europe;1983;68,95000;10689463;12435,8333500
Hungary;Europe;1984;68,99000;10668095;12786,8780000
Hungary;Europe;1985;68,93000;10648713;12495,1962500
Hungary;Europe;1986;69,13000;10630563;12767,1552700
Hungary;Europe;1987;69,58000;10612740;12986,4799800
Hungary;Europe;1988;69,96000;10442500;13399,3031000
Hungary;Europe;1989;69,41000;10397959;13155,2513600
Hungary;Europe;1990;69,39000;10371878;12308,9078300
Hungary;Europe;1991;69,45000;10364737;10851,8304500
Hungary;Europe;1992;69,17000;10348684;10535,6285500
Hungary;Europe;1993;69,17000;10329012;10494,8817500
Hungary;Europe;1994;69,61000;10312714;10821,2568900
Hungary;Europe;1995;70,01000;10295874;11000,4051900
Hungary;Europe;1996;70,59000;10273591;11169,7859800
Hungary;Europe;1997;71,04000;10244684;11712,7768000
Hungary;Europe;1998;70,97000;10211127;12319,4079800
Hungary;Europe;1999;71,10000;10172673;12874,4192400
Hungary;Europe;2000;71,83000;10137449;13592,3508700
Hungary;Europe;2001;72,47000;10109467;14185,5176000
Hungary;Europe;2002;72,59000;10083313;14843,9355600
Hungary;Europe;2003;72,61000;10057745;15506,2009500
Hungary;Europe;2004;73,01000;10032375;16291,1979500
Hungary;Europe;2005;72,97000;10006835;17014,0000000
Hungary;Europe;2007;73,33800;9956108;18008,9444400
Iceland;Europe;1950;71,01000;142938;7750,2915350
Iceland;Europe;1951;71,05000;145604;7468,8058370
Iceland;Europe;1952;72,49000;147962;7267,6884280
Iceland;Europe;1953;72,31000;151036;8211,2921760
Iceland;Europe;1954;73,36000;154563;8800,7225670
Iceland;Europe;1955;73,30000;158044;9458,6717990
Iceland;Europe;1956;72,98000;161358;9489,0241000
Iceland;Europe;1957;73,47000;165110;9244,0014120
Iceland;Europe;1958;73,43000;168771;9789,8697970
Iceland;Europe;1959;72,66000;172314;9768,9304900
Iceland;Europe;1960;74,09000;175860;9890,0665000
Iceland;Europe;1961;73,47000;178905;9724,4906500
Iceland;Europe;1962;73,68000;182053;10350,1590600
Iceland;Europe;1963;72,98000;185481;11221,6342700
Iceland;Europe;1964;73,57000;188847;12133,8736500
Iceland;Europe;1965;73,84000;192288;12794,8827000
Iceland;Europe;1966;73,23000;195610;13701,2741500
Iceland;Europe;1967;73,73000;198676;13319,8956800
Iceland;Europe;1968;73,94000;201245;12441,4387200
Iceland;Europe;1969;73,71000;202920;12659,1090500
Iceland;Europe;1970;73,81000;204104;13532,8367800
Iceland;Europe;1971;73,55000;206092;15128,8258800
Iceland;Europe;1972;74,46000;209275;15798,0636200
Iceland;Europe;1973;74,31000;212364;16670,0213200
Iceland;Europe;1974;74,37000;215324;17375,5854000
Iceland;Europe;1975;75,35000;218031;17297,4439700
Iceland;Europe;1976;76,71000;220133;18179,2507700
Iceland;Europe;1977;76,11000;221823;19654,9624700
Iceland;Europe;1978;76,42000;223587;20649,6832700
Iceland;Europe;1979;76,63000;225749;21453,7783000
Iceland;Europe;1980;76,66000;228161;22434,8574800
Iceland;Europe;1981;76,35000;230803;23121,4077700
Iceland;Europe;1982;76,99000;233997;23269,6075000
Iceland;Europe;1983;76,63000;237041;22499,8961500
Iceland;Europe;1984;77,43000;239498;23215,8346500
Iceland;Europe;1985;77,56000;241403;23821,7091200
Iceland;Europe;1986;78,09000;242999;25107,7221900
Iceland;Europe;1987;77,23000;244676;26923,2062800
Iceland;Europe;1988;77,08000;249885;26435,2239400
Iceland;Europe;1989;78,15000;252746;26317,4625500
Iceland;Europe;1990;77,98000;254719;26372,8784200
Iceland;Europe;1991;77,94000;256831;26332,6209100
Iceland;Europe;1992;78,77000;259012;25144,3920100
Iceland;Europe;1993;78,98000;261270;25030,8587400
Iceland;Europe;1994;79,24000;266075;25941,5378000
Iceland;Europe;1995;78,05000;267527;25840,4885100
Iceland;Europe;1996;78,84000;269000;27027,2540100
Iceland;Europe;1997;78,95000;271192;28061,0996600
Iceland;Europe;1998;79,67000;274000;29256,6993200
Iceland;Europe;1999;79,46000;277280;30042,9367400
Iceland;Europe;2000;79,72000;281043;31092,0254400
Iceland;Europe;2001;80,64000;284812;31830,5425200
Iceland;Europe;2002;80,50000;288030;31163,2019600
Iceland;Europe;2003;81,06000;291064;31937,0063100
Iceland;Europe;2004;80,95000;293966;34279,1786000
Iceland;Europe;2005;81,43000;296737;35630,0000000
Iceland;Europe;2006;81,12000;299388;36233,2738200
Iceland;Europe;2007;81,75700;301931;36180,7891900
India;Asia;1952;37,37300;372000000;546,5657493
India;Asia;1957;40,24900;409000000;590,0619960
India;Asia;1962;43,60500;454000000;658,3471509
India;Asia;1967;47,19300;506000000;700,7706107
India;Asia;1972;50,65100;567000000;724,0325270
India;Asia;1977;54,20800;634000000;813,3373230
India;Asia;1982;56,59600;708000000;855,7235377
India;Asia;1987;58,55300;788000000;976,5126756
India;Asia;1992;60,22300;872000000;1164,4068090
India;Asia;1997;61,76500;959000000;1458,8174420
India;Asia;2002;62,87900;1034172547;1746,7694540
India;Asia;2007;64,69800;1110396331;2452,2104070
Indonesia;Asia;1952;37,46800;82052000;749,6816546
Indonesia;Asia;1957;39,91800;90124000;858,9002707
Indonesia;Asia;1962;42,51800;99028000;849,2897701
Indonesia;Asia;1967;45,96400;109343000;762,4317721
Indonesia;Asia;1972;49,20300;121282000;1111,1079070
Indonesia;Asia;1977;52,70200;136725000;1382,7020560
Indonesia;Asia;1982;56,15900;153343000;1516,8729880
Indonesia;Asia;1987;60,13700;169276000;1748,3569610
Indonesia;Asia;1992;62,68100;184816000;2383,1408980
Indonesia;Asia;1997;66,04100;199278000;3119,3356030
Indonesia;Asia;2002;68,58800;211060000;2873,9128700
Indonesia;Asia;2007;70,65000;223547000;3540,6515640
Iran;Asia;1952;44,86900;17272000;3035,3260020
Iran;Asia;1957;47,18100;19792000;3290,2576430
Iran;Asia;1962;49,32500;22874000;4187,3298020
Iran;Asia;1967;52,46900;26538000;5906,7318050
Iran;Asia;1972;55,23400;30614000;9613,8186070
Iran;Asia;1977;57,70200;35480679;11888,5950800
Iran;Asia;1982;59,62000;43072751;7608,3346020
Iran;Asia;1987;63,04000;51889696;6642,8813710
Iran;Asia;1992;65,74200;60397973;7235,6531880
Iran;Asia;1997;68,04200;63327987;8263,5903010
Iran;Asia;2002;69,45100;66907826;9240,7619750
Iran;Asia;2007;70,96400;69453570;11605,7144900
Iraq;Asia;1952;45,32000;5441766;4129,7660560
Iraq;Asia;1957;48,43700;6248643;6229,3335620
Iraq;Asia;1962;51,45700;7240260;8341,7378150
Iraq;Asia;1967;54,45900;8519282;8931,4598110
Iraq;Asia;1972;56,95000;10061506;9576,0375960
Iraq;Asia;1977;60,41300;11882916;14688,2350700
Iraq;Asia;1982;62,03800;14173318;14517,9071100
Iraq;Asia;1987;65,04400;16543189;11643,5726800
Iraq;Asia;1992;59,46100;17861905;3745,6406870
Iraq;Asia;1997;58,81100;20775703;3076,2397950
Iraq;Asia;2002;57,04600;24001816;4390,7173120
Iraq;Asia;2007;59,54500;27499638;4471,0619060
Ireland;Europe;1951;65,80000;2959311;5069,5897690
Ireland;Europe;1952;66,91000;2952156;5210,2803280
Ireland;Europe;1957;68,90000;2878220;5599,0778720
Ireland;Europe;1962;70,29000;2830000;6631,5973140
Ireland;Europe;1967;71,08000;2900100;7655,5689630
Ireland;Europe;1972;71,28000;3024400;9530,7728960
Ireland;Europe;1977;72,03000;3271900;11150,9811300
Ireland;Europe;1982;73,10000;3480000;12618,3214100
Ireland;Europe;1987;74,36000;3539900;13872,8665200
Ireland;Europe;1992;75,46700;3557761;17558,8155500
Ireland;Europe;1997;76,12200;3667233;24521,9471300
Ireland;Europe;2002;77,78300;3879155;34077,0493900
Ireland;Europe;2007;78,88500;4109086;40675,9963500
Israel;Asia;1952;65,39000;1620914;4086,5221280
Israel;Asia;1957;67,84000;1944401;5385,2784510
Israel;Asia;1962;69,39000;2310904;7105,6307060
Israel;Asia;1967;70,75000;2693585;8393,7414040
Israel;Asia;1972;71,63000;3095893;12786,9322300
Israel;Asia;1977;73,06000;3495918;13306,6192100
Israel;Asia;1982;74,45000;3858421;15367,0292000
Israel;Asia;1987;75,60000;4203148;17122,4798600
Israel;Asia;1992;76,93000;4936550;18051,5225400
Israel;Asia;1997;78,26900;5531387;20896,6092400
Israel;Asia;2002;79,69600;6029529;21905,5951400
Israel;Asia;2007;80,74500;6426679;25523,2771000
Italy;Europe;1950;65,77000;47105000;4461,0671930
Italy;Europe;1951;65,31000;47418000;4719,6367570
Italy;Europe;1952;65,94000;47666000;4931,4041550
Italy;Europe;1953;66,58000;47957000;5222,0799170
Italy;Europe;1954;67,90000;48299000;5436,1407360
Italy;Europe;1955;68,25000;48633000;5733,7050710
Italy;Europe;1956;67,64000;48921000;5958,2523910
Italy;Europe;1957;67,81000;49182000;6248,6562320
Italy;Europe;1958;68,87000;49476000;6518,3681680
Italy;Europe;1959;69,32000;49832000;6885,7720190
Italy;Europe;1960;69,21000;50197600;7314,8307760
Italy;Europe;1961;69,85000;50523200;7820,2102120
Italy;Europe;1962;69,24000;50843200;8243,5823400
Italy;Europe;1963;69,35000;51198300;8636,9071600
Italy;Europe;1964;70,40000;51600200;8821,5968410
Italy;Europe;1965;70,27000;51987100;9011,5404210
Italy;Europe;1966;71,02000;52331600;9503,6101650
Italy;Europe;1967;71,06000;52667100;10022,4013100
Italy;Europe;1968;70,88000;52986600;10694,0748100
Italy;Europe;1969;70,90000;53317000;11274,3982400
